use_sim_time,graph,init_bots,priority_nodes,init_locations,done,sim_length,random_string,algo_name,parameters,avg_idle,priority_avg_idle,non_priority_avg_idle,max_idle,priority_max_idle,non_priority_max_idle,avg_ratio
True,grid_5_5,1,0 15 20 4,4,False,20000,ppa_greedy_grid_5_5_73_5,ppa_greedy,5,267.39142571285646,283.4063656828414,264.3409609566688,1128,1128,852,1.2503844873688794
True,iitb,1,3215340463 667357401 668685374 667357387,667357387,False,20000,ppa_greedy_iitb_97_5,ppa_greedy,5,481.1155444149956,374.9350027504125,502.35165274791217,2816,1788,2816,1.4863475804121644
True,grid_5_5,2,4 13 0 11 16,16 13,False,20000,ppa_greedy_grid_5_5_6_5,ppa_greedy,5,165.66834650395117,159.40686205861758,167.2337176152846,898,898,873,1.2139348369038274
True,grid_5_5,4,10 15 24 18 2 23,15 10 2 24,False,20000,ppa_greedy_grid_5_5_12_5,ppa_greedy,5,98.08945210957808,83.76404719056188,102.6132641892674,618,549,618,1.4222485950436372
True,cair,2,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,1563324343 cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_86_5,ppa_greedy,5,113.81513146564896,73.35981950902455,125.37379202468448,773,374,773,2.1893382529095726
True,cair,3,1563324324 1154147728 1563324349 1563324336,1563324336 1563324349 1154147728,False,20000,ppa_greedy_cair_15_5,ppa_greedy,5,82.77108855442772,65.16193309665483,87.80227582807713,619,363,619,1.715903751599689
True,grid_5_5,2,10 15 24 18 2 23,10 23,False,20000,ppa_greedy_grid_5_5_10_5,ppa_greedy,5,169.19703859228156,138.79387455842163,178.79803776086885,1000,691,1000,1.4703067076715943
True,grid_5_5,2,13 17 21 0,0 13,False,20000,ppa_greedy_grid_5_5_38_5,ppa_greedy,5,170.51636218189088,141.51821158942053,176.03981943759956,1048,666,1048,1.491483657738376
True,cair,2,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1154147726 cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_22_5,ppa_greedy,5,123.8027613905276,72.53161350531613,149.43833533313335,789,485,789,2.431963132861597
True,cair,1,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,1563324324,False,20000,ppa_greedy_cair_49_5,ppa_greedy,5,168.07206576292666,125.76359361712773,180.16020066172635,646,480,646,1.6378374313994026
True,cair,3,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1563324343 cluster_1563324004_1563324334 1563324348,False,20000,ppa_greedy_cair_23_5,ppa_greedy,5,89.99735264541005,52.665716619164286,108.66317065853292,733,324,733,2.568595590057376
True,grid_5_5,3,21 22 9 7 24,21 22 9,False,20000,ppa_greedy_grid_5_5_79_5,ppa_greedy,5,128.28016400820042,102.19288964448224,134.80198259912996,744,694,744,1.6228555501465636
True,grid_5_5,3,4 13 0 11 16,11 13 4,False,20000,ppa_greedy_grid_5_5_7_5,ppa_greedy,5,127.99482903419316,125.052549490102,128.73039892021595,726,613,726,1.2053225708054691
True,grid_5_5,3,13 17 21 0,13 17 21,False,20000,ppa_greedy_grid_5_5_39_5,ppa_greedy,5,125.38227490996398,103.21651160464184,129.60432506335866,685,604,685,1.4678939534894169
True,iitb,4,4369058864 cluster_-172_5366445082 668685374 667357401,4369058864 667357401 cluster_-172_5366445082 668685374,False,20000,ppa_greedy_iitb_28_5,ppa_greedy,5,172.83238735810374,133.5971145671851,180.67944191628743,1154,907,1154,1.6093760188930577
True,cair,4,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,cluster_1563324004_1563324334 cluster_1563324333_1563324337 1563324327 1563324343,False,20000,ppa_greedy_cair_88_5,ppa_greedy,5,69.88294136929069,42.54787739386969,77.6929596479824,510,262,510,2.614500749991597
True,iitb,2,5882320075 668620103 3215340463 3215340464,3215340464 3215340463,False,20000,ppa_greedy_iitb_62_5,ppa_greedy,5,278.950496617005,225.36487601239875,289.66762073792626,1729,872,1729,1.5203099652376122
True,iitb,1,667357387 667357401 668672700 667357412 667357419,667357412,False,20000,ppa_greedy_iitb_101_5,ppa_greedy,5,534.9053316330783,400.4423363504526,570.290330391664,2453,1450,2453,1.6026333577566183
True,grid_5_5,3,13 1 12 4,1 12 4,False,20000,ppa_greedy_grid_5_5_3_5,ppa_greedy,5,131.64194429164374,107.0338800820123,136.32919461728784,767,592,767,1.5614267307061322
True,iitb,2,4369058864 cluster_-172_5366445082 668685374 667357401,4369058864 cluster_-172_5366445082,False,20000,ppa_greedy_iitb_26_5,ppa_greedy,5,290.19939225690274,220.217587034814,304.19575330132056,2143,1062,2143,1.652827980011506
True,iitb,3,4369058864 cluster_-172_5366445082 668685374 667357401,668685374 667357401 cluster_-172_5366445082,False,20000,ppa_greedy_iitb_27_5,ppa_greedy,5,216.6996337683116,166.68030348482577,226.70349982500875,1806,904,1806,1.636409893115815
True,grid_5_5,3,10 15 24 18 2 23,15 23 10,False,20000,ppa_greedy_grid_5_5_11_5,ppa_greedy,5,124.53950609878024,106.12708291674996,130.35395552468455,837,597,837,1.4370058663769347
True,cair,1,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,1563324011,False,20000,ppa_greedy_cair_17_5,ppa_greedy,5,194.34844039959552,248.67057705770577,173.45531091570697,1394,1394,726,0.8272141700509245
True,cair,2,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,cluster_1563324004_1563324334 1563324357,False,20000,ppa_greedy_cair_94_5,ppa_greedy,5,116.16870050846045,89.72414770359256,129.3909769108944,663,612,663,1.6659117274069253
True,cair,2,1563324324 1154147728 1563324349 1563324336,1563324324 1563324336,False,20000,ppa_greedy_cair_14_5,ppa_greedy,5,113.18987777777778,89.6672625,119.910625,697,367,697,1.6214386079484566
True,cair,3,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,1563324011 cluster_1563324002_1563324346 1154147727,False,20000,ppa_greedy_cair_19_5,ppa_greedy,5,75.72229445166738,78.41251125112511,74.6875956826452,560,560,455,1.2092353465281036
True,cair,4,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,1563324357 1563324324 cluster_1563324004_1563324334 1154147728,False,20000,ppa_greedy_cair_96_5,ppa_greedy,5,65.321956124416,48.43478659400363,73.76554088962219,458,387,458,1.820393135928901
True,cair,3,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,414035791 1154147727 1563324357,False,20000,ppa_greedy_cair_91_5,ppa_greedy,5,79.18086808680867,65.57515751575157,84.41383369106141,544,471,544,1.4550833893401058
True,iitb,4,667357401 5366445083 667357361 1990860600 667357415 -22,667357415 1990860600 667357401 667357361,False,20000,ppa_greedy_iitb_72_5,ppa_greedy,5,171.943501483185,143.17190780921908,181.5340327078403,1389,911,1389,1.4151805360132463
True,grid_5_5,3,20 10 6 1 24 15,1 6 24,False,20000,ppa_greedy_grid_5_5_47_5,ppa_greedy,5,128.37353467673384,105.17685050919214,135.69880336122068,786,538,786,1.5667784481006808
True,cair,2,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,1563324336 1154147727,False,20000,ppa_greedy_cair_18_5,ppa_greedy,5,105.35830708464576,109.65509724513775,103.70569548445656,758,758,735,1.1406807741376843
True,grid_5_5,4,21 22 9 7 24,22 24 7 21,False,20000,ppa_greedy_grid_5_5_80_5,ppa_greedy,5,101.32547572621368,79.46406679666016,106.79082795860208,698,540,698,1.66606534689483
True,grid_5_5,4,4 13 0 11 16,11 0 4 16,False,20000,ppa_greedy_grid_5_5_8_5,ppa_greedy,5,99.50779661016948,95.61085945702716,100.48203089845506,509,494,509,1.2402380876317198
True,iitb,2,4369058864 -22 668685374 668620103 -222 667357401,-22 4369058864,False,20000,ppa_greedy_iitb_34_5,ppa_greedy,5,324.51108138294325,250.18944622257783,349.2849597697317,2266,1366,2266,1.6508712019420002
True,cair,1,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,cluster_1563324004_1563324334,False,20000,ppa_greedy_cair_85_5,ppa_greedy,5,189.43326053371567,120.84680404121237,209.0293909601452,966,500,966,2.1502180109018885
True,iitb,4,667357419 -266 667357412 4369058864 -222,-266 667357412 -222 4369058864,False,20000,ppa_greedy_iitb_32_5,ppa_greedy,5,178.7604885344799,115.84283571642835,195.31776559186187,1369,663,1369,2.074569726277227
True,iitb,1,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864,False,20000,ppa_greedy_iitb_105_5,ppa_greedy,5,489.557800469953,470.5425540779255,495.8962159339621,2248,2191,2248,1.2217605261608713
True,cair,4,1563324324 1154147728 1563324349 1563324336,1154147728 1563324336 1563324324 1563324349,False,20000,ppa_greedy_cair_16_5,ppa_greedy,5,65.12005044696679,50.81450322516126,69.20734965319696,480,309,480,1.746360766198502
True,cair,1,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,1563324327,False,20000,ppa_greedy_cair_57_5,ppa_greedy,5,173.87287740172306,154.18255594994082,183.7180381276142,765,765,762,1.3553922394510305
True,grid_5_5,2,20 10 6 1 24 15,15 24,False,20000,ppa_greedy_grid_5_5_46_5,ppa_greedy,5,173.53691507452237,140.80800073355343,183.87236170851256,981,772,981,1.5885324354353771
True,cair,3,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,cluster_1563324004_1563324334 cluster_1563324002_1563324346 1563324349,False,20000,ppa_greedy_cair_95_5,ppa_greedy,5,84.0159880894844,63.48232588370583,94.28281919237372,536,485,536,1.7839486426831173
True,iitb,4,4369058864 -22 668685374 668620103 -222 667357401,-222 4369058864 667357401 -22,False,20000,ppa_greedy_iitb_36_5,ppa_greedy,5,183.4263278685793,139.8566751636927,197.94954543687487,1390,1020,1390,1.723221747871228
True,cair,4,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,1563324324 1563324353 cluster_1563324002_1563324346 1563324348,False,20000,ppa_greedy_cair_52_5,ppa_greedy,5,64.4846757662117,44.70316484175791,70.13653603034133,476,257,476,1.9930193919527988
True,iitb,4,667357387 667357401 668672700 667357412 667357419,668672700 667357412 667357401 667357387,False,20000,ppa_greedy_iitb_104_5,ppa_greedy,5,172.14289822455615,127.15183795948988,183.98265092588937,1195,621,1195,1.7880015127627469
True,cair,1,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,1154147728,False,20000,ppa_greedy_cair_53_5,ppa_greedy,5,198.948057000578,159.54294717887154,214.10386847046507,1065,720,1065,1.5034967279297435
True,cair,3,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,cluster_1563324010_1563324356 1563324324 1563324348,False,20000,ppa_greedy_cair_55_5,ppa_greedy,5,85.10984153970952,65.92419241924192,92.48893735527398,558,411,558,1.630100836074058
True,grid_5_5,1,13 17 21 0,13,False,20000,ppa_greedy_grid_5_5_37_5,ppa_greedy,5,269.0313175658783,222.9137581879094,277.8156145902533,1099,807,1099,1.3877446811407073
True,iitb,3,667357387 667357401 668672700 667357412 667357419,667357412 667357419 667357401,False,20000,ppa_greedy_iitb_103_5,ppa_greedy,5,237.904593477645,176.1493875918612,254.1559634475881,1818,772,1818,1.7651697837452769
True,grid_5_5,2,13 1 12 4,1 12,False,20000,ppa_greedy_grid_5_5_2_5,ppa_greedy,5,178.18213489325532,145.03693565321734,184.4955061770721,910,673,910,1.5296714811962462
True,cair,4,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,414035791 1154147727 1563324357 cluster_1563324010_1563324356,False,20000,ppa_greedy_cair_92_5,ppa_greedy,5,63.23933119957324,55.36537307461492,66.26777663224952,474,369,474,1.388516270727767
True,cair,1,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1563324348,False,20000,ppa_greedy_cair_21_5,ppa_greedy,5,209.02221333022112,124.84384534587106,251.1113973223962,1060,567,1060,2.2993154539647405
True,iitb,2,667357401 5366445083 667357361 1990860600 667357415 -22,667357415 1990860600,False,20000,ppa_greedy_iitb_70_5,ppa_greedy,5,333.7315016344774,287.31371126455184,349.2040984244527,2390,1725,2390,1.360625714686548
True,iitb,3,667357401 5366445083 667357361 1990860600 667357415 -22,1990860600 667357415 -22,False,20000,ppa_greedy_iitb_71_5,ppa_greedy,5,220.04847155568885,185.6104945677532,231.5277972183341,1521,1017,1521,1.3960469760510337
True,cair,1,1563324324 1154147728 1563324349 1563324336,1154147728,False,20000,ppa_greedy_cair_13_5,ppa_greedy,5,192.4865724067405,155.40705032012806,203.08072157434404,940,608,940,1.5705860561552594
True,grid_5_5,2,21 22 9 7 24,7 9,False,20000,ppa_greedy_grid_5_5_78_5,ppa_greedy,5,177.25359332033398,143.05492725363732,185.8032598370081,1034,669,1034,1.5903165298424828
True,cair,2,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,cluster_1563324010_1563324356 1563324324,False,20000,ppa_greedy_cair_54_5,ppa_greedy,5,115.21535627354874,90.93077923377012,124.55557821192512,727,480,727,1.5856648099523762
True,grid_5_5,4,13 17 21 0,17 0 21 13,False,20000,ppa_greedy_grid_5_5_40_5,ppa_greedy,5,100.30388919445971,83.44493474673733,103.51511861307353,682,544,682,1.5018317630952367
True,iitb,1,5882320075 668620103 3215340463 3215340464,3215340463,False,20000,ppa_greedy_iitb_61_5,ppa_greedy,5,462.16002342955295,370.6707814297864,480.4578718295061,2010,1572,2010,1.5336409929658612
True,iitb,1,667357401 5366445083 667357361 1990860600 667357415 -22,1990860600,False,20000,ppa_greedy_iitb_69_5,ppa_greedy,5,510.5846743247075,408.5351118674608,544.6011951437898,3409,1402,3409,1.420588699210912
True,iitb,1,4369058864 cluster_-172_5366445082 668685374 667357401,668685374,False,20000,ppa_greedy_iitb_25_5,ppa_greedy,5,521.3860683269156,392.4010101515227,547.1830799619943,2945,1914,2945,1.678365153719828
True,cair,4,1563324336 1154147727 1154147728 cluster_1563324002_1563324346 1563324011,1563324011 1563324336 cluster_1563324002_1563324346 1154147727,False,20000,ppa_greedy_cair_20_5,ppa_greedy,5,59.57353790934648,59.02291229122912,59.78531699323777,408,356,408,1.2761713980708749
True,grid_5_5,2,0 15 20 4,0 15,False,20000,ppa_greedy_grid_5_5_74_5,ppa_greedy,5,166.66637668116596,160.45068996550174,167.85031700795912,788,728,788,1.3422204757178675
True,grid_5_5,2,17 19 21 13 14,13 21,False,20000,ppa_greedy_grid_5_5_42_5,ppa_greedy,5,173.69598920053997,147.75971201439927,180.18005849707512,1025,737,1025,1.3851598746309373
True,grid_5_5,4,17 19 21 13 14,21 13 14 19,False,20000,ppa_greedy_grid_5_5_44_5,ppa_greedy,5,104.71848230353928,85.91516696660668,109.41931113777244,649,482,649,1.5102622243018065
True,iitb,2,667357419 -266 667357412 4369058864 -222,4369058864 667357412,False,20000,ppa_greedy_iitb_30_5,ppa_greedy,5,295.35861919525286,197.2877787778777,321.1667350945621,1960,1068,1960,1.82557245487904
True,cair,1,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,1563324348,False,20000,ppa_greedy_cair_89_5,ppa_greedy,5,184.62519863097424,152.66476647664766,196.9176725364844,1159,648,1159,1.4020076864147153
True,cair,2,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,cluster_1563324002_1563324346 1563324353,False,20000,ppa_greedy_cair_50_5,ppa_greedy,5,116.0488993343779,79.77761526152615,126.41212335519266,608,495,608,1.9276636284255253
True,iitb,4,5882320075 -22 667357387 1990860598 667357361,667357387 667357361 5882320075 1990860598,False,20000,ppa_greedy_iitb_68_5,ppa_greedy,5,148.77119806255837,151.88782513005202,147.95103304479687,1115,1115,1080,1.0921161504877994
True,cair,3,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,cluster_1563324010_1563324356 1563324011 1563324327,False,20000,ppa_greedy_cair_59_5,ppa_greedy,5,83.3892694063927,67.1164800186648,91.52566410025663,534,449,534,1.6464094588365523
True,iitb,1,5882320075 -22 667357387 1990860598 667357361,667357361,False,20000,ppa_greedy_iitb_65_5,ppa_greedy,5,476.5150032493501,472.2838632273546,477.6284611498753,3049,2111,3049,1.078886618308393
True,iitb,3,5882320075 -22 667357387 1990860598 667357361,667357387 667357361 5882320075,False,20000,ppa_greedy_iitb_67_5,ppa_greedy,5,194.6583300003333,200.81630836916307,193.03780937695703,1294,1294,1060,1.0547357322531965
True,cair,4,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,1563324336 cluster_1563324010_1563324356 1563324327 1563324011,False,20000,ppa_greedy_cair_60_5,ppa_greedy,5,65.98736729830175,52.10636968151592,72.92786610669467,498,448,498,1.7576927216889096
True,iitb,4,5882320075 668620103 3215340463 3215340464,3215340463 5882320075 668620103 3215340464,False,20000,ppa_greedy_iitb_64_5,ppa_greedy,5,165.7721230456379,134.1505400540054,172.0964396439644,1027,629,1027,1.637302315860423
True,cair,1,1563324324 cluster_1563324002_1563324346 cluster_1563324004_1563324334 1563324349 1154147728 1563324357,cluster_1563324002_1563324346,False,20000,ppa_greedy_cair_93_5,ppa_greedy,5,196.73678740175177,155.93453675144528,217.137912726905,1101,894,1101,1.553489413587667
True,cair,3,1563324353 1563324348 1563324324 cluster_1563324002_1563324346,cluster_1563324002_1563324346 1563324324 1563324348,False,20000,ppa_greedy_cair_51_5,ppa_greedy,5,80.30600837861563,56.200107510751074,87.19340862657694,559,375,559,1.908541598563552
True,grid_5_5,1,22 9 0 10 23 24,23,False,20000,ppa_greedy_grid_5_5_81_5,ppa_greedy,5,262.2806204032621,249.3110355064125,266.3762787917409,1057,977,1057,1.1702179518529252
True,iitb,3,667357419 -266 667357412 4369058864 -222,667357412 -266 -222,False,20000,ppa_greedy_iitb_31_5,ppa_greedy,5,218.30840420210103,150.3448924462231,236.1935388747005,1414,1071,1414,1.8322422526702444
True,cair,2,cluster_1563324010_1563324356 1154147727 1563324357 414035791 1563324348,1563324357 cluster_1563324010_1563324356,False,20000,ppa_greedy_cair_90_5,ppa_greedy,5,111.1755888888889,98.16811,116.17846538461538,644,561,644,1.312785648648321
True,grid_5_5,1,20 10 6 1 24 15,24,False,20000,ppa_greedy_grid_5_5_45_5,ppa_greedy,5,279.74976046406965,236.7508542948109,293.3283624122566,1476,945,1476,1.4205338506472864
True,grid_5_5,4,20 10 6 1 24 15,24 20 10 6,False,20000,ppa_greedy_grid_5_5_48_5,ppa_greedy,5,98.71779366905037,76.86397126235602,105.61900074484858,631,503,631,1.7118214590900191
True,cair,4,1563324343 cluster_1563324010_1563324356 1154147728 1563324324 1563324348,cluster_1563324010_1563324356 1154147728 1563324324 1563324343,False,20000,ppa_greedy_cair_56_5,ppa_greedy,5,68.99889172208056,50.82004899755013,75.99075430843843,507,330,507,1.7606127061658323
True,grid_5_5,1,13 1 12 4,12,False,20000,ppa_greedy_grid_5_5_1_5,ppa_greedy,5,276.6296929078724,235.15084525357608,284.53042579440495,1107,800,1107,1.3612526479746958
True,iitb,3,5882320075 668620103 3215340463 3215340464,3215340463 668620103 3215340464,False,20000,ppa_greedy_iitb_63_5,ppa_greedy,5,201.4579083758291,165.771197880212,208.5952504749525,1338,783,1338,1.644139598016682
True,iitb,2,667357387 667357401 668672700 667357412 667357419,667357387 667357419,False,20000,ppa_greedy_iitb_102_5,ppa_greedy,5,307.8803713052751,221.4960411876437,330.6130897572834,1932,977,1932,1.7308675180187318
True,grid_5_5,3,17 19 21 13 14,14 17 19,False,20000,ppa_greedy_grid_5_5_43_5,ppa_greedy,5,130.4657147142643,105.28550572471376,136.7607669616519,843,510,843,1.4994593290656877
True,iitb,3,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864 -282 5366445083,False,20000,ppa_greedy_iitb_107_5,ppa_greedy,5,213.9347823370652,186.12250932960148,223.2055400062197,1378,986,1378,1.4069257526890857
True,grid_5_5,4,22 9 0 10 23 24,10 22 23 0,False,20000,ppa_greedy_grid_5_5_84_5,ppa_greedy,5,98.83353529294142,96.05953809238152,99.70953440890769,793,606,793,1.218460049462555
True,grid_5_5,4,13 1 12 4,1 12 4 13,False,20000,ppa_greedy_grid_5_5_4_5,ppa_greedy,5,101.18160891955402,83.12574371281436,104.62082133988538,556,455,556,1.5346008639455024
True,grid_5_5,1,4 13 0 11 16,0,False,20000,ppa_greedy_grid_5_5_5_5,ppa_greedy,5,273.4003920588088,270.7599239885984,274.0605090763614,1506,1506,1186,1.1446967817380194
True,grid_5_5,4,0 15 20 4,20 4 0 15,False,20000,ppa_greedy_grid_5_5_76_5,ppa_greedy,5,105.4708198360328,95.66696660667868,107.33822045114783,648,498,648,1.503783246079995
True,iitb,4,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864 667357387 2055461156 5366445083,False,20000,ppa_greedy_iitb_108_5,ppa_greedy,5,161.53908986290404,143.0456402815304,167.70357305669523,1018,814,1018,1.3827963483258576
True,cair,4,1563324349 1563324343 1154147727 1563324348 1154147726 cluster_1563324004_1563324334,1154147727 1563324349 cluster_1563324004_1563324334 1154147726,False,20000,ppa_greedy_cair_24_5,ppa_greedy,5,70.88810551638691,40.07007017017517,86.2971231894928,566,311,566,2.634328553166696
True,iitb,4,3215340463 667357401 668685374 667357387,668685374 667357401 667357387 3215340463,False,20000,ppa_greedy_iitb_100_5,ppa_greedy,5,157.29493014571037,132.68536811043313,162.21684255276585,1183,685,1183,1.512740342871756
True,grid_5_5,1,21 22 9 7 24,7,False,20000,ppa_greedy_grid_5_5_77_5,ppa_greedy,5,288.9932769915488,251.02055308296244,298.48645796869533,1160,1160,958,1.323155658459453
True,iitb,2,667357387 2055461156 -282 667357412 5366445083 4369058864,4369058864 5366445083,False,20000,ppa_greedy_iitb_106_5,ppa_greedy,5,294.99738203538936,263.0580159285547,305.6438374043343,1562,1216,1562,1.3169984185408463
True,iitb,3,3215340463 667357401 668685374 667357387,667357387 667357401 3215340463,False,20000,ppa_greedy_iitb_99_5,ppa_greedy,5,193.09189557690385,156.96528820174123,200.3172170519364,1300,998,1300,1.5200456314998942
True,iitb,3,4369058864 -22 668685374 668620103 -222 667357401,-22 4369058864 -222,False,20000,ppa_greedy_iitb_35_5,ppa_greedy,5,217.2488873887389,178.53649531619828,230.15301807958576,1669,1149,1669,1.5538574659983104
True,cair,3,1563324327 cluster_1563324333_1563324337 cluster_1563324004_1563324334 1563324343,1563324327 cluster_1563324333_1563324337 1563324343,False,20000,ppa_greedy_cair_87_5,ppa_greedy,5,83.85061111111112,52.790575,92.72490714285716,602,368,602,2.3933809231137726
True,iitb,2,3215340463 667357401 668685374 667357387,667357387 667357401,False,20000,ppa_greedy_iitb_98_5,ppa_greedy,5,287.13767952947444,228.43845596321103,298.8775242427272,1780,1241,1780,1.5003831631332425
True,grid_5_5,3,0 15 20 4,15 20 0,False,20000,ppa_greedy_grid_5_5_75_5,ppa_greedy,5,126.59932803359833,117.19157792110394,128.3912804359782,814,691,814,1.4643235388921911
True,iitb,1,4369058864 -22 668685374 668620103 -222 667357401,4369058864,False,20000,ppa_greedy_iitb_33_5,ppa_greedy,5,564.0187581339474,455.5990923349017,600.1586467336293,3520,1883,3520,1.5029884995185367
True,iitb,2,5882320075 -22 667357387 1990860598 667357361,5882320075 -22,False,20000,ppa_greedy_iitb_66_5,ppa_greedy,5,297.940700640128,293.83675735147034,299.0206857160906,1573,1573,1535,1.084192634740701
True,grid_5_5,2,22 9 0 10 23 24,23 0,False,20000,ppa_greedy_grid_5_5_82_5,ppa_greedy,5,166.584425114977,166.62971572352194,166.57012281754174,974,832,974,1.150087313090749
True,cair,2,1563324336 cluster_1563324333_1563324337 1563324327 1563324011 1563324348 cluster_1563324010_1563324356,cluster_1563324333_1563324337 cluster_1563324010_1563324356,False,20000,ppa_greedy_cair_58_5,ppa_greedy,5,115.3071681361846,94.84338383585846,125.53906028634763,716,539,716,1.5293838607564685
True,grid_5_5,3,22 9 0 10 23 24,23 10 22,False,20000,ppa_greedy_grid_5_5_83_5,ppa_greedy,5,119.04347252087813,119.1171759097198,119.02019776650708,705,705,652,1.1893102437477054
True,grid_5_5,1,10 15 24 18 2 23,24,False,20000,ppa_greedy_grid_5_5_9_5,ppa_greedy,5,272.87561780890445,226.9602968150742,287.37519285958774,1451,979,1451,1.420382016469141
True,grid_5_5,1,17 19 21 13 14,19,False,20000,ppa_greedy_grid_5_5_41_5,ppa_greedy,5,277.47798440311936,240.8853629274145,286.6261397720456,1482,1087,1482,1.3336215614367848
True,iitb,1,667357419 -266 667357412 4369058864 -222,4369058864,False,20000,ppa_greedy_iitb_29_5,ppa_greedy,5,516.9853996798561,390.07044169876445,550.3840728327748,2638,1904,2638,1.5846882693434061
